Function: strncmp
Variant: default
                                    generic_strncmp	__strncmp_lsx	__strncmp_aligned
========================================================================================================================
 strlen=8, len=1, align1=0, align2=0:         0.64	        0.56 ( 12.51%)	        0.53 ( 18.10%)	
strlen=9, len=9, align1=16288, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=9, len=9, align1=0, align2=16288:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=9, len=9, align1=16288, align2=16336:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.38%)	
strlen=9, len=9, align1=16336, align2=16288:         0.88	        0.56 ( 36.39%)	        0.56 ( 36.38%)	
strlen=9, len=9, align1=16272, align2=0:         0.93	        0.56 ( 39.91%)	        0.56 ( 39.92%)	
strlen=9, len=9, align1=0, align2=16272:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=9, len=9, align1=16272, align2=16328:         0.88	        0.80 (  9.09%)	        0.56 ( 36.35%)	
strlen=9, len=9, align1=16328, align2=16272:         0.88	        0.80 (  9.08%)	        0.56 ( 36.36%)	
strlen=10, len=10, align1=0, align2=0:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.36%)	
strlen=10, len=10, align1=10, align2=0:         1.60	        0.80 ( 49.98%)	        0.86 ( 46.25%)	
strlen=10, len=10, align1=0, align2=10:         1.25	        0.80 ( 36.11%)	        0.86 ( 31.32%)	
strlen=10, len=10, align1=8192, align2=8191:         1.16	        0.80 ( 31.04%)	        1.12 (  3.48%)	
strlen=10, len=10, align1=8191, align2=8192:         1.48	        0.80 ( 45.95%)	        1.12 ( 24.35%)	
strlen=10, len=10, align1=16374, align2=0:         1.20	        0.72 ( 40.00%)	        0.86 ( 28.37%)	
strlen=10, len=10, align1=0, align2=16374:         1.30	        0.72 ( 44.61%)	        0.86 ( 33.88%)	
strlen=10, len=10, align1=16368, align2=0:         0.88	        0.56 ( 36.35%)	        0.56 ( 36.37%)	
strlen=10, len=10, align1=0, align2=16368:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=10, len=10, align1=16368, align2=16376:         0.94	        0.80 ( 14.94%)	        0.56 ( 40.46%)	
strlen=10, len=10, align1=16376, align2=16368:         0.88	        0.80 (  9.10%)	        0.56 ( 36.39%)	
strlen=10, len=10, align1=16352, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=10, len=10, align1=0, align2=16352:         0.88	        0.56 ( 36.39%)	        0.56 ( 36.38%)	
strlen=10, len=10, align1=16352, align2=16368:         0.88	        0.56 ( 36.40%)	        0.56 ( 36.37%)	
strlen=10, len=10, align1=16368, align2=16352:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=10, len=10, align1=16336, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=10, len=10, align1=0, align2=16336:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=10, len=10, align1=16336, align2=16360:         0.88	        0.80 (  9.11%)	        0.56 ( 36.37%)	
strlen=10, len=10, align1=16360, align2=16336:         0.88	        0.80 (  9.09%)	        0.56 ( 36.36%)	
strlen=10, len=10, align1=16320, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=10, len=10, align1=0, align2=16320:         0.88	        0.56 ( 36.65%)	        0.56 ( 36.65%)	
strlen=10, len=10, align1=16320, align2=16352:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=10, len=10, align1=16352, align2=16320:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=10, len=10, align1=16304, align2=0:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.36%)	
strlen=10, len=10, align1=0, align2=16304:         0.94	        0.56 ( 40.58%)	        0.56 ( 40.58%)	
strlen=10, len=10, align1=16304, align2=16344:         0.88	        0.80 (  9.10%)	        0.56 ( 36.38%)	
strlen=10, len=10, align1=16344, align2=16304:         0.88	        0.80 (  9.07%)	        0.56 ( 36.36%)	
strlen=10, len=10, align1=16288, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=10, len=10, align1=0, align2=16288:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=10, len=10, align1=16288, align2=16336:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.36%)	
strlen=10, len=10, align1=16336, align2=16288:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=10, len=10, align1=16272, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=10, len=10, align1=0, align2=16272:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=10, len=10, align1=16272, align2=16328:         0.88	        0.80 (  9.09%)	        0.56 ( 36.38%)	
strlen=10, len=10, align1=16328, align2=16272:         0.88	        0.80 (  8.94%)	        0.56 ( 36.45%)	
strlen=11, len=11, align1=0, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=11, len=11, align1=11, align2=0:         1.52	        0.80 ( 47.41%)	        0.86 ( 43.46%)	
strlen=11, len=11, align1=0, align2=11:         1.26	        0.80 ( 36.57%)	        0.86 ( 31.85%)	
strlen=11, len=11, align1=8192, align2=8191:         1.23	        0.80 ( 34.89%)	        1.12 (  8.86%)	
strlen=11, len=11, align1=8191, align2=8192:         1.48	        0.80 ( 45.94%)	        1.12 ( 24.34%)	
strlen=11, len=11, align1=16373, align2=0:         1.28	        0.72 ( 43.79%)	        0.86 ( 32.88%)	
strlen=11, len=11, align1=0, align2=16373:         1.30	        0.72 ( 44.60%)	        0.86 ( 33.85%)	
strlen=11, len=11, align1=16368, align2=0:         0.88	        0.56 ( 36.35%)	        0.56 ( 36.38%)	
strlen=11, len=11, align1=0, align2=16368:         0.88	        0.56 ( 36.35%)	        0.56 ( 36.37%)	
strlen=11, len=11, align1=16368, align2=16376:         0.88	        0.80 (  9.10%)	        0.56 ( 36.39%)	
strlen=11, len=11, align1=16376, align2=16368:         0.88	        0.80 (  9.09%)	        0.56 ( 36.38%)	
strlen=11, len=11, align1=16352, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=11, len=11, align1=0, align2=16352:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.36%)	
strlen=11, len=11, align1=16352, align2=16368:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=11, len=11, align1=16368, align2=16352:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=11, len=11, align1=16336, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=11, len=11, align1=0, align2=16336:         0.88	        0.56 ( 36.37%)	        0.62 ( 29.41%)	
strlen=11, len=11, align1=16336, align2=16360:         0.88	        0.80 (  9.09%)	        0.56 ( 36.37%)	
strlen=11, len=11, align1=16360, align2=16336:         0.88	        0.80 (  9.45%)	        0.56 ( 36.63%)	
strlen=11, len=11, align1=16320, align2=0:         0.88	        0.56 ( 36.46%)	        0.56 ( 36.46%)	
strlen=11, len=11, align1=0, align2=16320:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.38%)	
strlen=11, len=11, align1=16320, align2=16352:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=11, len=11, align1=16352, align2=16320:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=11, len=11, align1=16304, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=11, len=11, align1=0, align2=16304:         0.88	        0.56 ( 36.23%)	        0.56 ( 36.23%)	
strlen=11, len=11, align1=16304, align2=16344:         0.88	        0.80 (  9.09%)	        0.56 ( 36.37%)	
strlen=11, len=11, align1=16344, align2=16304:         0.88	        0.80 (  9.09%)	        0.56 ( 36.38%)	
strlen=11, len=11, align1=16288, align2=0:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.37%)	
strlen=11, len=11, align1=0, align2=16288:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=11, len=11, align1=16288, align2=16336:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=11, len=11, align1=16336, align2=16288:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=11, len=11, align1=16272, align2=0:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.35%)	
strlen=11, len=11, align1=0, align2=16272:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=11, len=11, align1=16272, align2=16328:         0.88	        0.80 (  9.11%)	        0.56 ( 36.37%)	
strlen=11, len=11, align1=16328, align2=16272:         0.88	        0.80 (  9.09%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=0, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=12, len=12, align1=12, align2=0:         1.36	        0.80 ( 41.01%)	        0.86 ( 36.69%)	
strlen=12, len=12, align1=0, align2=12:         1.30	        0.80 ( 38.45%)	        0.86 ( 33.86%)	
strlen=12, len=12, align1=8192, align2=8191:         1.16	        0.80 ( 31.03%)	        1.12 (  3.47%)	
strlen=12, len=12, align1=8191, align2=8192:         1.48	        0.80 ( 45.94%)	        1.12 ( 24.33%)	
strlen=12, len=12, align1=16372, align2=0:         1.36	        0.72 ( 47.06%)	        0.86 ( 36.78%)	
strlen=12, len=12, align1=0, align2=16372:         1.30	        0.72 ( 44.62%)	        0.86 ( 33.53%)	
strlen=12, len=12, align1=16368, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.24%)	
strlen=12, len=12, align1=0, align2=16368:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16368, align2=16376:         0.88	        0.86 (  2.83%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16376, align2=16368:         0.88	        0.80 (  9.08%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16352, align2=0:         0.88	        0.56 ( 36.23%)	        0.56 ( 36.38%)	
strlen=12, len=12, align1=0, align2=16352:         0.88	        0.56 ( 35.93%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16352, align2=16368:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16368, align2=16352:         0.88	        0.56 ( 36.35%)	        0.56 ( 36.36%)	
strlen=12, len=12, align1=16336, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=0, align2=16336:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.35%)	
strlen=12, len=12, align1=16336, align2=16360:         0.88	        0.80 (  9.21%)	        0.56 ( 36.46%)	
strlen=12, len=12, align1=16360, align2=16336:         0.88	        0.80 (  8.83%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16320, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=12, len=12, align1=0, align2=16320:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16320, align2=16352:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=12, len=12, align1=16352, align2=16320:         0.88	        0.56 ( 36.40%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16304, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=12, len=12, align1=0, align2=16304:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16304, align2=16344:         0.88	        0.80 (  9.09%)	        0.56 ( 36.36%)	
strlen=12, len=12, align1=16344, align2=16304:         0.88	        0.80 (  9.07%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16288, align2=0:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.36%)	
strlen=12, len=12, align1=0, align2=16288:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.36%)	
strlen=12, len=12, align1=16288, align2=16336:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16336, align2=16288:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16272, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=0, align2=16272:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.37%)	
strlen=12, len=12, align1=16272, align2=16328:         0.88	        0.80 (  9.52%)	        0.56 ( 36.68%)	
strlen=12, len=12, align1=16328, align2=16272:         0.88	        0.80 (  9.08%)	        0.56 ( 36.38%)	
strlen=13, len=13, align1=0, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=13, len=13, align1=13, align2=0:         1.64	        0.80 ( 51.17%)	        1.16 ( 29.25%)	
strlen=13, len=13, align1=0, align2=13:         1.20	        0.80 ( 33.24%)	        1.16 (  3.23%)	
strlen=13, len=13, align1=8192, align2=8191:         1.27	        0.80 ( 36.75%)	        1.12 ( 11.49%)	
strlen=13, len=13, align1=8191, align2=8192:         1.48	        0.80 ( 45.94%)	        1.12 ( 24.34%)	
strlen=13, len=13, align1=16371, align2=0:         1.52	        0.72 ( 52.43%)	        0.86 ( 43.43%)	
strlen=13, len=13, align1=0, align2=16371:         1.30	        0.72 ( 44.77%)	        0.86 ( 34.05%)	
strlen=13, len=13, align1=16368, align2=0:         0.88	        0.56 ( 36.48%)	        0.56 ( 36.47%)	
strlen=13, len=13, align1=0, align2=16368:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.36%)	
strlen=13, len=13, align1=16368, align2=16376:         0.88	        0.80 (  9.08%)	        0.56 ( 36.38%)	
strlen=13, len=13, align1=16376, align2=16368:         0.88	        0.80 (  9.05%)	        0.56 ( 36.33%)	
strlen=13, len=13, align1=16352, align2=0:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.37%)	
strlen=13, len=13, align1=0, align2=16352:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.39%)	
strlen=13, len=13, align1=16352, align2=16368:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.37%)	
strlen=13, len=13, align1=16368, align2=16352:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=13, len=13, align1=16336, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=13, len=13, align1=0, align2=16336:         0.88	        0.56 ( 36.38%)	        0.61 ( 30.64%)	
strlen=13, len=13, align1=16336, align2=16360:         0.88	        0.80 (  8.97%)	        0.56 ( 36.37%)	
strlen=13, len=13, align1=16360, align2=16336:         0.88	        0.80 (  9.09%)	        0.56 ( 36.38%)	
strlen=13, len=13, align1=16320, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=13, len=13, align1=0, align2=16320:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=13, len=13, align1=16320, align2=16352:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=13, len=13, align1=16352, align2=16320:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=13, len=13, align1=16304, align2=0:         0.88	        0.56 ( 36.39%)	        0.56 ( 36.38%)	
strlen=13, len=13, align1=0, align2=16304:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=13, len=13, align1=16304, align2=16344:         0.88	        0.80 (  8.81%)	        0.56 ( 36.38%)	
strlen=13, len=13, align1=16344, align2=16304:         0.88	        0.80 (  9.09%)	        0.56 ( 36.37%)	
strlen=13, len=13, align1=16288, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=13, len=13, align1=0, align2=16288:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=13, len=13, align1=16288, align2=16336:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=13, len=13, align1=16336, align2=16288:         0.88	        0.56 ( 36.40%)	        0.56 ( 36.37%)	
strlen=13, len=13, align1=16272, align2=0:         0.88	        0.56 ( 36.38%)	        0.67 ( 23.41%)	
strlen=13, len=13, align1=0, align2=16272:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.38%)	
strlen=13, len=13, align1=16272, align2=16328:         0.88	        0.80 (  9.09%)	        0.56 ( 36.38%)	
strlen=13, len=13, align1=16328, align2=16272:         0.88	        0.81 (  8.53%)	        0.56 ( 36.24%)	
strlen=14, len=14, align1=0, align2=0:         0.88	        0.56 ( 36.23%)	        0.56 ( 36.37%)	
strlen=14, len=14, align1=14, align2=0:         1.56	        0.80 ( 48.71%)	        1.16 ( 25.59%)	
strlen=14, len=14, align1=0, align2=14:         1.18	        0.80 ( 32.19%)	        1.12 (  5.09%)	
strlen=14, len=14, align1=8192, align2=8191:         1.20	        0.80 ( 33.38%)	        1.12 (  6.76%)	
strlen=14, len=14, align1=8191, align2=8192:         1.48	        0.80 ( 45.93%)	        1.12 ( 24.33%)	
strlen=14, len=14, align1=16370, align2=0:         1.60	        0.72 ( 55.00%)	        0.86 ( 46.25%)	
strlen=14, len=14, align1=0, align2=16370:         1.30	        0.72 ( 44.61%)	        0.86 ( 33.87%)	
strlen=14, len=14, align1=16368, align2=0:         0.88	        0.56 ( 36.47%)	        0.56 ( 36.32%)	
strlen=14, len=14, align1=0, align2=16368:         0.88	        0.56 ( 36.35%)	        0.56 ( 36.36%)	
strlen=14, len=14, align1=16368, align2=16376:         0.88	        0.80 (  9.13%)	        0.56 ( 36.38%)	
strlen=14, len=14, align1=16376, align2=16368:         0.88	        0.80 (  9.09%)	        0.56 ( 36.37%)	
strlen=14, len=14, align1=16352, align2=0:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.38%)	
strlen=14, len=14, align1=0, align2=16352:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=14, len=14, align1=16352, align2=16368:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=14, len=14, align1=16368, align2=16352:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.35%)	
strlen=14, len=14, align1=16336, align2=0:         0.89	        0.56 ( 36.95%)	        0.56 ( 36.95%)	
strlen=14, len=14, align1=0, align2=16336:         0.88	        0.56 ( 36.64%)	        0.56 ( 36.62%)	
strlen=14, len=14, align1=16336, align2=16360:         0.88	        0.80 (  9.07%)	        0.56 ( 36.35%)	
strlen=14, len=14, align1=16360, align2=16336:         0.88	        0.80 (  9.07%)	        0.56 ( 36.36%)	
strlen=14, len=14, align1=16320, align2=0:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.37%)	
strlen=14, len=14, align1=0, align2=16320:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.37%)	
strlen=14, len=14, align1=16320, align2=16352:         0.88	        0.56 ( 36.40%)	        0.56 ( 36.37%)	
strlen=14, len=14, align1=16352, align2=16320:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.36%)	
strlen=14, len=14, align1=16304, align2=0:         0.89	        0.56 ( 37.16%)	        0.56 ( 37.14%)	
strlen=14, len=14, align1=0, align2=16304:         0.94	        0.56 ( 40.68%)	        0.56 ( 40.68%)	
strlen=14, len=14, align1=16304, align2=16344:         0.88	        0.80 (  9.08%)	        0.56 ( 36.36%)	
strlen=14, len=14, align1=16344, align2=16304:         0.88	        0.80 (  9.08%)	        0.56 ( 36.37%)	
strlen=14, len=14, align1=16288, align2=0:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.37%)	
strlen=14, len=14, align1=0, align2=16288:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.36%)	
strlen=14, len=14, align1=16288, align2=16336:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=14, len=14, align1=16336, align2=16288:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=14, len=14, align1=16272, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.00%)	
strlen=14, len=14, align1=0, align2=16272:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.36%)	
strlen=14, len=14, align1=16272, align2=16328:         0.88	        0.80 (  9.09%)	        0.56 ( 36.37%)	
strlen=14, len=14, align1=16328, align2=16272:         0.88	        0.80 (  9.07%)	        0.56 ( 36.35%)	
strlen=15, len=15, align1=0, align2=0:         0.88	        0.56 ( 36.24%)	        0.56 ( 36.35%)	
strlen=15, len=15, align1=15, align2=0:         1.48	        0.80 ( 46.05%)	        1.12 ( 24.36%)	
strlen=15, len=15, align1=0, align2=15:         1.19	        0.80 ( 32.84%)	        1.12 (  6.01%)	
strlen=15, len=15, align1=8192, align2=8191:         1.23	        0.80 ( 35.08%)	        1.12 (  9.27%)	
strlen=15, len=15, align1=8191, align2=8192:         1.48	        0.80 ( 45.92%)	        1.12 ( 24.32%)	
strlen=15, len=15, align1=16369, align2=0:         1.72	        0.72 ( 58.13%)	        0.86 ( 50.02%)	
strlen=15, len=15, align1=0, align2=16369:         1.30	        0.72 ( 44.60%)	        0.86 ( 33.87%)	
strlen=15, len=15, align1=16368, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=15, len=15, align1=0, align2=16368:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=15, len=15, align1=16368, align2=16376:         0.88	        0.80 (  9.09%)	        0.56 ( 36.34%)	
strlen=15, len=15, align1=16376, align2=16368:         0.88	        0.80 (  9.08%)	        0.56 ( 36.37%)	
strlen=15, len=15, align1=16352, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=15, len=15, align1=0, align2=16352:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.37%)	
strlen=15, len=15, align1=16352, align2=16368:         0.88	        0.56 ( 36.40%)	        0.56 ( 36.38%)	
strlen=15, len=15, align1=16368, align2=16352:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.38%)	
strlen=15, len=15, align1=16336, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=15, len=15, align1=0, align2=16336:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.39%)	
strlen=15, len=15, align1=16336, align2=16360:         0.88	        0.80 (  9.09%)	        0.56 ( 36.37%)	
strlen=15, len=15, align1=16360, align2=16336:         0.88	        0.80 (  9.08%)	        0.56 ( 36.36%)	
strlen=15, len=15, align1=16320, align2=0:         0.88	        0.56 ( 36.21%)	        0.56 ( 36.36%)	
strlen=15, len=15, align1=0, align2=16320:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=15, len=15, align1=16320, align2=16352:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.36%)	
strlen=15, len=15, align1=16352, align2=16320:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=15, len=15, align1=16304, align2=0:         0.88	        0.56 ( 36.39%)	        0.56 ( 36.39%)	
strlen=15, len=15, align1=0, align2=16304:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=15, len=15, align1=16304, align2=16344:         0.88	        0.80 (  9.09%)	        0.56 ( 36.38%)	
strlen=15, len=15, align1=16344, align2=16304:         0.88	        0.80 (  9.09%)	        0.56 ( 36.38%)	
strlen=15, len=15, align1=16288, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=15, len=15, align1=0, align2=16288:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=15, len=15, align1=16288, align2=16336:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=15, len=15, align1=16336, align2=16288:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=15, len=15, align1=16272, align2=0:         0.88	        0.63 ( 28.80%)	        0.56 ( 36.37%)	
strlen=15, len=15, align1=0, align2=16272:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.36%)	
strlen=15, len=15, align1=16272, align2=16328:         0.88	        0.80 (  9.08%)	        0.56 ( 36.37%)	
strlen=15, len=15, align1=16328, align2=16272:         0.88	        0.80 (  9.11%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=0, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=16, len=16, align1=16, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.40%)	
strlen=16, len=16, align1=0, align2=16:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=8192, align2=8191:         1.20	        0.88 ( 26.63%)	        1.16 (  3.35%)	
strlen=16, len=16, align1=8191, align2=8192:         1.52	        0.88 ( 42.12%)	        1.16 ( 23.73%)	
strlen=16, len=16, align1=16368, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.41%)	
strlen=16, len=16, align1=0, align2=16368:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.36%)	
strlen=16, len=16, align1=16368, align2=0:         0.89	        0.56 ( 36.68%)	        0.56 ( 36.70%)	
strlen=16, len=16, align1=0, align2=16368:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=16368, align2=16376:         0.88	        0.88 (  0.00%)	        0.56 ( 36.40%)	
strlen=16, len=16, align1=16376, align2=16368:         1.21	        0.88 ( 27.10%)	        0.56 ( 53.63%)	
strlen=16, len=16, align1=16352, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.38%)	
strlen=16, len=16, align1=0, align2=16352:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=16352, align2=16368:         0.88	        0.56 ( 36.24%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=16368, align2=16352:         0.88	        0.56 ( 36.39%)	        0.56 ( 36.40%)	
strlen=16, len=16, align1=16336, align2=0:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=0, align2=16336:         0.88	        0.56 ( 36.46%)	        0.56 ( 36.46%)	
strlen=16, len=16, align1=16336, align2=16360:         0.88	        0.88 (  0.00%)	        0.56 ( 36.36%)	
strlen=16, len=16, align1=16360, align2=16336:         0.88	        0.88 (  0.01%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=16320, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.38%)	
strlen=16, len=16, align1=0, align2=16320:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=16320, align2=16352:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.39%)	
strlen=16, len=16, align1=16352, align2=16320:         0.88	        0.56 ( 36.39%)	        0.56 ( 36.36%)	
strlen=16, len=16, align1=16304, align2=0:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=0, align2=16304:         0.88	        0.56 ( 36.37%)	        0.62 ( 29.44%)	
strlen=16, len=16, align1=16304, align2=16344:         0.88	        0.88 (  0.03%)	        0.56 ( 36.38%)	
strlen=16, len=16, align1=16344, align2=16304:         0.88	        0.88 (  0.00%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=16288, align2=0:         0.88	        0.56 ( 36.36%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=0, align2=16288:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.38%)	
strlen=16, len=16, align1=16288, align2=16336:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=16336, align2=16288:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=16272, align2=0:         0.88	        0.56 ( 36.38%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=0, align2=16272:         0.88	        0.56 ( 36.37%)	        0.56 ( 36.37%)	
strlen=16, len=16, align1=16272, align2=16328:         0.88	        0.88 ( -0.01%)	        0.56 ( 36.24%)	
